EventID,snapshot_id,description,permanent_or_temporary,ended_or_ongoing,end_date,date_confidence,significance,valence,life_event_type,work_perf_impact,DupeStatus,ExcludeCode,UpdatedBeginDate,UpdatedBeginDateCode,UpdatedEndDate,UpdatedEndDateCode,alias,cohort,sentiment
179,12131199544704830706,Vacation,Temporary,Ended,01/05/2019,Highest confidence,Moderate significance,Very Positive,personal,Medium positive effect,0.0,0,2018-12-21,0,2019-01-05,0,fa3f9bc3a8a9957e815a22c62eda1aeb,D,1
180,12680617526080257161,Back to Tampa NEW Years Eve vacation,Temporary,Ended,01/02/2019,Highest confidence,Moderate significance,Very Positive,personal,Medium positive effect,0.0,0,2018-12-30,0,2019-01-02,0,3a78f1e66fd3104c89b3f56b089b4b1b,D,1
182,10943522868092177046,Moved residents,Permanent,,,Highest confidence,Highest significance,Somewhat Positive,personal,Medium negative effect,0.0,0,2018-07-29,0,,0,541755b4ef684bbf17bb4bb065a36c32,D,1
183,12473598560100569113,Final Move to Nashville,Permanent,,,Highest confidence,Highest significance,Extremely Positive,personal,Medium positive effect,0.0,0,2019-03-08,0,,0,115bb67fc5993ecf1015c212f585a0b5,D,1
184,9538519058511045721,Italy vacation,Temporary,Ended,09/03/2018,Highest confidence,High significance,Very Positive,personal,Medium negative effect,0.0,0,2018-08-24,0,2018-09-03,0,49c8262b62f0a45d7437ce326809d37f,D,1
185,11725804650858325510,Start New Job,Permanent,,,Highest confidence,Highest significance,Extremely Positive,personal,Large positive effect,1.0,0,2018-12-16,0,,0,7a6dc08a943ac1d148351da967d4385c,D,1
186,9841251670608586150,Sickness,Temporary,Ended,10/06/2019,Low confidence,Moderately low significance,Somewhat Negative,personal,Small negative effect,0.0,0,2018-09-10,5,2018-10-06,5,d34aa957289e36fd72abdfc753b228f9,D,-1
187,12850824896021232015,Vacation - Japan,Temporary,Ended,03/24/2019,Highest confidence,Moderately high significance,Very Positive,personal,Small positive effect,0.0,0,2019-03-15,0,2019-03-24,0,6a3a1f77476848969509d2802eb4e3be,D,1
188,11485911854465942509,Vacation,Temporary,Ended,04/08/2019,Highest confidence,High significance,Somewhat Negative,personal,Small positive effect,0.0,0,2019-04-08,2,2019-04-10,7,7b4000c1d881f1e15b8957d0cdd7824b,D,-1
189,13181116832082595174,Dad died,Permanent,,,Highest confidence,Highest significance,Somewhat Positive,personal,Small negative effect,0.0,0,2018-11-16,0,,0,6cc5be11a28a9ea349451ba52c90298b,D,1
192,12131199544704830706,Family Visit,Temporary,Ended,03/18/2019,Highest confidence,Moderately low significance,Very Positive,personal,Small negative effect,0.0,0,2019-03-12,0,2019-03-18,0,fa3f9bc3a8a9957e815a22c62eda1aeb,D,1
193,12680617526080257161,client filing week (long long hours)and End of busy season party with client,Temporary,Ended,02/14/2019,Highest confidence,Moderately high significance,Somewhat Positive,personal,Small positive effect,0.0,0,2019-02-06,0,2019-02-14,0,3a78f1e66fd3104c89b3f56b089b4b1b,D,1
195,11725804650858325510,Sister-in-laws wedding in Bahamas,Unsure,,,Highest confidence,Highest significance,Extremely Positive,personal,Small positive effect,1.0,0,2019-01-16,0,,0,7a6dc08a943ac1d148351da967d4385c,D,1
196,12850824896021232015,Accepted to Business School,Permanent,,,High confidence,High significance,Extremely Positive,personal,Small positive effect,0.0,0,2018-12-17,5,,0,6a3a1f77476848969509d2802eb4e3be,D,1
197,13181116832082595174,,Temporary,Ended,10/13/2018,High confidence,Moderately high significance,Somewhat Negative,personal,No effect,0.0,0,2018-10-12,0,2018-10-13,0,6cc5be11a28a9ea349451ba52c90298b,D,-1
200,11725804650858325510,Vacation,Unsure,,,Moderately high  confidence,Moderately high significance,Extremely Positive,personal,Small positive effect,1.0,0,2019-02-09,0,,0,7a6dc08a943ac1d148351da967d4385c,D,1
203,12131199544704830706,Injury,Temporary,Ended,01/25/2019,Moderate confidence,Moderately low significance,Somewhat Negative,health,Small negative effect,0.0,0,2019-01-14,0,2019-01-25,0,fa3f9bc3a8a9957e815a22c62eda1aeb,D,-1
204,12289126884564506200,Met with surgeon for knee replacement,Permanent,,,Highest confidence,High significance,Very Positive,health,Small negative effect,0.0,0,2019-04-09,0,,0,170d659ad563a3c1158eca732fc5332b,D,1
205,10573207566091983793,Midfoot Sprain,Temporary,Ended,10/04/2018,Moderate confidence,Low significance,Somewhat Negative,health,,0.0,0,2018-09-13,0,2018-10-04,0,7e42c640212f021a731ea08d7b13c476,D,-1
207,11128806432058221816,New diagnosis,Permanent,,,Moderate confidence,Moderately high significance,Somewhat Negative,health,No effect,0.0,0,2019-02-15,0,,0,d74aa19147e4f3064c26c932c802f7c9,D,-1
208,12106516970366992370,Knew surgery,Temporary,Ended,05/07/2019,High confidence,High significance,Very Negative,health,Small positive effect,0.0,0,2019-02-07,0,2019-04-10,4,aaaa1da55ad64353854e2a2f586e7474,D,-1
209,12257664139013720882,biopsy,Temporary,Ended,01/18/2019,Highest confidence,Highest significance,Extremely Negative,health,Small negative effect,0.0,0,2019-01-10,0,2019-01-18,0,889364fd3ab6e7a3338a6129abd9af9d,D,-1
210,12945770362079735188,Got a lot of dental work done,Temporary,Ended,02/13/2018,Moderate confidence,High significance,Somewhat Negative,health,Small negative effect,0.0,0,2018-01-24,4,2018-02-13,0,0d5fd9c96495ce6e26a2946bc5fc462c,D,-1
211,12075167548445084568,Miscarriage,Temporary,Ended,11/19/2018,Highest confidence,Highest significance,Extremely Negative,health,Small negative effect,0.0,0,2018-11-09,0,2018-11-19,0,1e5085109312eb35f55454ecbaa370c1,D,-1
212,9633120381526577840,new gym,Permanent,,,High confidence,Moderate significance,Extremely Positive,health,Medium positive effect,0.0,0,2019-01-11,0,,0,cf830c5dd6c938817a038d06b669242a,D,1
213,10096060019482959245,,Temporary,Ended,,Low confidence,Moderately low significance,Very Positive,health,,0.0,0,2018-05-19,0,2018-05-19,1,44eea86c0d18857e5b23be438f77eb94,D,1
214,10536136866870522594,Health Improvements,Unsure,,,Moderate confidence,Moderate significance,Extremely Positive,health,No effect,0.0,0,2018-10-01,0,,0,959d66404777eb3fd2ebbaca17b4fa18,D,1
215,12383900258634817716,Injury,Permanent,,,Low confidence,Moderate significance,Somewhat Negative,health,No effect,2.0,0,2018-10-01,0,,0,d392007f7dd057c310528f48ba20aa34,D,-1
216,11307079325421377332,health improved,Unsure,,,High confidence,Moderately high significance,Very Positive,health,Small positive effect,2.0,0,2019-01-10,0,,0,576deabb8ee285520c810e8cc186ddf4,D,1
217,11572316908792461326,Uterine Surgery,Temporary,Ended,04/01/2019,Moderately high confidence,Highest significance,Somewhat Negative,health,Small negative effect,0.0,0,2019-02-14,0,2019-04-01,0,a0976d02a76a818cc85e36a9b505caf4,D,-1
218,10642670384768572318,"left knee injury, mostly immobile for several weeks",Temporary,Ended,05/27/2018,High confidence,High significance,Extremely Negative,health,Small negative effect,0.0,0,2018-04-28,0,2018-05-27,0,71b212df7e7dc28acbda39ce14cce38c,D,-1
221,9960583139960590358,pregnancy,Temporary,Ongoing,,Moderately high confidence,High significance,Somewhat Negative,health,Small negative effect,0.0,0,2019-03-07,0,,0,764d035849c44af5e19362dbb691cf5c,D,-1
225,12144059624259305924,Physical injury,Temporary,Ended,01/24/2019,High confidence,Moderately high significance,Very Positive,health,Small positive effect,0.0,0,2018-08-30,0,2019-01-24,0,f1915f4e923b1713e341f37f5c462174,D,1
226,10054756550468484831,Emergency after child birth,Temporary,Ended,03/31/2019,High confidence,High significance,Somewhat Negative,health,Small negative effect,0.0,0,2019-03-25,0,2019-03-31,0,6e5f95cd87f3a2eb6584d40105c1667b,D,-1
227,11672365439001733626,Promoted,Permanent,,,Highest condidence,High significance,Very Positive,work,Medium positive effect,0.0,0,2018-09-01,0,,0,0adae9a9098549bcf7b20ee7e12b9575,D,1
228,12131199544704830706,Performance Review,Temporary,Ended,06/11/2018,Highest condidence,Moderately high significance,Somewhat Negative,work,Medium negative effect,0.0,0,2018-06-11,0,2018-06-11,0,fa3f9bc3a8a9957e815a22c62eda1aeb,D,-1
229,10218374518126117174,Year-End,Temporary,Ended,03/20/2020,Highest condidence,Highest significance,Very Negative,work,Medium negative effect,0.0,0,2019-01-15,0,2019-03-20,5,b5ca1b466bcfb6af09e37cecc301cab5,D,-1
230,11512406787267673519,Worked over 400 hours in 5 weeks,Temporary,Ended,09/15/2018,High confidence,High significance,Very Negative,work,Medium negative effect,0.0,0,2018-08-11,0,2018-09-15,0,0273c4a7b52991340417bfe86bda38fe,D,-1
232,12680617526080257161,Tampa for 6 month short term project,Temporary,Ended,10/07/2018,Highest condidence,Highest significance,Somewhat Positive,work,Large positive effect,0.0,0,2018-04-18,0,2018-10-07,0,3a78f1e66fd3104c89b3f56b089b4b1b,D,1
234,13804268872491564932,,Temporary,Ended,,Highest condidence,Moderate significance,Somewhat Positive,work,Small positive effect,0.0,0,2019-03-04,0,2019-03-04,1,4fa475d81bad66dc79f5fc4d7ee988ec,D,1
235,10984962087018963837,End of Work Performance Year,Temporary,Ended,09/05/2018,Moderately high confidence,Moderate significance,Very Positive,work,Medium positive effect,0.0,0,2018-03-08,0,2018-09-05,0,2515caec27b425fcb3ad61066ec94674,D,1
236,12289126884564506200,Performance Review,Temporary,Ended,06/28/2018,Highest condidence,Highest significance,Extremely Positive,work,Large positive effect,0.0,0,2018-06-28,0,2018-06-28,0,170d659ad563a3c1158eca732fc5332b,D,1
237,13552397851020627563,Had conflict with a boss or coworker,Temporary,Ended,01/04/2019,High confidence,Moderate significance,Somewhat Negative,work,Medium negative effect,0.0,0,2018-11-20,0,2019-01-04,0,3c50ae714365f7f9b4c3157084e8ee43,D,-1
239,12467964984604437442,Raise,Permanent,,,Highest condidence,Moderate significance,Extremely Positive,work,Small positive effect,0.0,0,2018-10-01,0,,0,c70f40226ca3de0f995f3edebceecb09,D,1
240,10573207566091983793,Finished Year-End Work for Client,Temporary,Ended,04/15/2019,Lowest confidence,Moderate significance,Very Positive,work,Medium positive effect,0.0,0,2019-03-08,0,2019-04-10,4,7e42c640212f021a731ea08d7b13c476,D,1
241,13244937878999119281,did not get promoted,Permanent,,,High confidence,High significance,Extremely Negative,work,Medium negative effect,0.0,0,2019-01-01,0,,0,0221bd8da48adf2e6b701effc55fbd79,D,-1
242,12580369954554372561,Year-end,Temporary,Ended,05/24/2018,High confidence,Moderately high significance,Neither Positive or Negative,work,Small negative effect,0.0,0,2018-04-04,0,2018-05-24,0,4c908b21ec41b5dd709dbd99d0de63e3,D,0
243,10124751438547209292,Bonus/Raise,Permanent,,,High confidence,Moderate significance,Somewhat Positive,work,Small negative effect,0.0,0,2018-09-01,0,,0,d28ee0903684fb62269166651ed81685,D,1
244,11128806432058221816,Changed jobs,Permanent,,,Moderately high confidence,Moderately high significance,Somewhat Positive,work,Small negative effect,0.0,0,2019-01-30,0,,0,d74aa19147e4f3064c26c932c802f7c9,D,1
245,11398801702960541502,Promotion,Temporary,Ended,06/20/2018,Highest condidence,Highest significance,Somewhat Positive,work,No effect,0.0,0,2018-06-20,0,2018-06-20,0,c568ed51683aa2265a1927d100f9a45b,D,1
246,11490896097141714538,"maternity leave, return to work",Temporary,Ended,03/01/2019,Highest condidence,Highest significance,Very Negative,work,Large negative effect,0.0,0,2018-08-15,0,2019-03-01,0,a8f1eabd484c649bf1d72f962b36edc8,D,-1
248,13143633019080272508,Started new job,Permanent,,,High confidence,High significance,Very Positive,work,Medium positive effect,0.0,0,2018-11-01,5,,0,15a2babf0f762ca2d94a2ae6fda69a88,D,1
249,12611805032553625196,End of Year Performance,Permanent,,,High confidence,Moderately high significance,Extremely Positive,work,Small positive effect,0.0,0,2018-08-20,0,,0,32092b87bbfa46eb13c4a5577b8e2aac,D,1
251,10943522868092177046,Changed teams/offices,Permanent,,,Highest condidence,Highest significance,Somewhat Negative,work,Small negative effect,0.0,0,2018-08-01,0,,0,541755b4ef684bbf17bb4bb065a36c32,D,-1
252,13543345352841573348,Started a new project,Temporary,Ended,06/01/2019,Moderate confidence,Moderately low significance,Somewhat Negative,work,Small negative effect,0.0,0,2019-04-01,0,2019-04-10,4,a083f56d044f682b20f01b28c74e7fb1,D,-1
254,9767004035974874902,Bonus,Temporary,Ended,09/01/2018,Highest condidence,Moderate significance,Very Positive,work,Medium positive effect,0.0,0,2018-09-01,0,2018-09-01,0,85c2ae81140b7faa6fe0b6f9a0537682,D,1
255,12257664139013720882,job/performance uncertainty,Temporary,Ongoing,,Moderately high confidence,Moderately high significance,Somewhat Negative,work,No effect,0.0,0,2018-09-03,0,,0,889364fd3ab6e7a3338a6129abd9af9d,D,-1
258,13543308681200334026,Compensation change,Permanent,,,High confidence,High significance,Somewhat Negative,work,Small negative effect,0.0,0,2018-09-01,0,,0,2c46501e97201c08a2d524f422c57fa7,D,-1
259,12330157574709758878,Got new job,Permanent,,,Highest condidence,Highest significance,Very Positive,work,Medium positive effect,0.0,0,2018-09-17,0,,0,3d605e1f71bb9c79814f0c3698bd728a,D,1
260,13550812265239242992,started a new project,Temporary,Ended,04/04/2019,Moderately high confidence,Moderate significance,Somewhat Negative,work,No effect,0.0,0,2019-02-01,0,2019-04-04,0,cdb837de41105c0ac26445ef194845e1,D,-1
261,12091678345507769045,Performance Review,Temporary,Ended,05/20/2018,High confidence,Highest significance,Extremely Negative,work,Large negative effect,0.0,0,2018-05-20,0,2018-05-20,0,da081cf41b59194d37277aafd7a2bbdb,D,-1
262,11153506770947659927,got promoted,Permanent,,,Highest condidence,Highest significance,Very Positive,work,Medium negative effect,0.0,0,2018-05-15,0,,0,163e2d0bcf2b4465239414c099e31d39,D,1
263,11883799380520293429,"Took on a greatly increased work load,",Unsure,,,High confidence,Highest significance,Somewhat Negative,work,Medium negative effect,0.0,0,2018-05-01,0,,0,66bf6420b58454299c755bc4b9dab7dc,D,-1
264,10523462634837048931,Changed teams,Permanent,,,High confidence,High significance,Somewhat Negative,work,Small negative effect,0.0,0,2018-08-26,0,,0,e5efe2245bed966d594a38338bba4ed9,D,-1
267,9385868890389771155,rolled onto new project,Permanent,,,Moderate confidence,High significance,Extremely Positive,work,Medium positive effect,0.0,0,2018-11-27,0,,0,87091ced8e39d43218fe76f5139da8af,D,1
269,11899535078684268597,Recognition Award,Temporary,Ended,01/26/2019,Highest condidence,Moderately high significance,Very Positive,work,Medium positive effect,0.0,0,2019-01-26,0,2019-01-26,0,34850f2bee08c5fc33053f8ebbc6f005,D,1
270,9538519058511045721,new job,Permanent,,,Highest condidence,Highest significance,Extremely Positive,work,Small positive effect,0.0,0,2018-09-24,0,,0,49c8262b62f0a45d7437ce326809d37f,D,1
272,11546894241875941356,Job change to a new job,Permanent,,,Highest condidence,Moderately high significance,Very Positive,work,Medium positive effect,0.0,0,2018-09-28,0,,0,23f5f00131808f97513fa2649201d21a,D,1
273,11178893862060923050,,Permanent,,,Highest condidence,Moderately high significance,Somewhat Positive,work,Small positive effect,0.0,0,2018-09-06,0,,0,16aba35a368e308380dbe4ffc433ac41,D,1
274,12945770362079735188,Found out I was going to be promoted,Permanent,,,Moderate confidence,High significance,Extremely Positive,work,Medium positive effect,0.0,0,2018-07-20,0,,0,0d5fd9c96495ce6e26a2946bc5fc462c,D,1
275,12870395895502894727,promotion,Permanent,,,Moderate confidence,Moderate significance,Very Positive,work,No effect,0.0,0,2018-06-08,0,,0,bb305ac3c3670bec3c51a5be4639004b,D,1
277,12672283172047217763,Performance review,Temporary,Ended,08/31/2018,High confidence,Highest significance,Very Positive,work,Small positive effect,0.0,0,2018-08-01,0,2018-08-31,0,c1847a01b94b8f99594a5960b665986d,D,1
278,12025420553863817371,Promotion,Permanent,,,High confidence,High significance,Very Positive,work,Small negative effect,0.0,0,2018-08-31,0,,0,c904bd717267a3a7aa492c578fe8b8f2,D,1
280,9841251670608586150,Changed project,Unsure,,,Moderately low confidence,Moderate significance,Neither Positive or Negative,work,No effect,0.0,0,2018-12-01,0,,0,d34aa957289e36fd72abdfc753b228f9,D,0
281,10536136866870522594,Promotion & Bonus,Temporary,Ongoing,,High confidence,Moderately high significance,Extremely Positive,work,Large positive effect,0.0,0,2018-09-01,0,,0,959d66404777eb3fd2ebbaca17b4fa18,D,1
282,12383900258634817716,High demand work project,Temporary,Ended,03/08/2019,Moderately high confidence,Moderate significance,Somewhat Negative,work,Medium positive effect,2.0,0,2019-02-25,0,2019-03-08,0,d392007f7dd057c310528f48ba20aa34,D,-1
284,11307079325421377332,Took on more work,Temporary,Ended,03/30/2019,Moderate confidence,Moderately high significance,Somewhat Negative,work,Small positive effect,2.0,0,2019-01-15,0,2019-03-30,0,576deabb8ee285520c810e8cc186ddf4,D,-1
286,11485911854465942509,Switched projects,Permanent,,,High confidence,Moderately high significance,Very Positive,work,Medium positive effect,0.0,0,2019-04-08,0,,0,7b4000c1d881f1e15b8957d0cdd7824b,D,1
287,10642670384768572318,bonus,Permanent,,,Highest condidence,Moderate significance,Extremely Positive,work,No effect,0.0,0,2018-08-27,0,,0,71b212df7e7dc28acbda39ce14cce38c,D,1
289,10069769855389020912,Promotion,Permanent,,,Moderately high confidence,High significance,Extremely Positive,work,Small positive effect,0.0,0,2019-03-01,0,,0,86602e4cff8c5509ff3cf4028c03cd11,D,1
290,9951015782149876192,Performance reivew,Temporary,Ended,08/04/2018,Moderately low confidence,Highest significance,Very Negative,work,No effect,0.0,0,2018-08-01,0,2018-08-04,0,7ae144ae79d4067714ad2ed58fe6fb8c,D,-1
291,10561941628438591922,Received borderline poor performance review,Unsure,,,Moderate confidence,Moderately high significance,Very Negative,work,Large negative effect,0.0,0,2018-09-01,0,,0,1c5142c7f6961ff8991563cef1f6089a,D,-1
